0,1,2,3
5.951110478745363,2.926499663211753,4.209606045877705,1.4080250271971781
5.665489309537944,2.7827573861321793,4.0149909277496025,1.3438487573348614
6.787748281685764,2.999583551079648,5.565716028449904,1.9561754799136712
4.697115831159315,3.2022391563114825,1.3066556079835014,0.18763774077073048
6.828921117170104,3.13861548941686,5.326506839256724,1.8429665809311337
5.089203128762391,3.358533786853639,1.6664957465095287,0.31820263272764604
5.407358375341793,3.6919761065119188,1.4917358530036227,0.2102840644645485
4.786222073925415,2.287447546012508,3.535172889117296,1.2009459329528578
6.585315665257597,2.9051959943161223,5.410865776042861,1.9029391569427292
6.902459816383404,2.9987287028587364,5.776219823177615,2.042589228736119
5.809574574337482,2.466841989603198,4.990620346696613,1.7782723254638175
6.549396102448168,2.7166150308826715,5.77155719067106,2.0713514551721035
5.4709156525880305,2.682408329889023,3.887897064042521,1.302642625952156
7.485735285498956,3.2564914687893136,6.2544702284049105,2.2106777121796983
6.436405473675088,3.1264906374080237,4.640210416195763,1.5628569392705762
5.343819534447509,2.6135217925670404,3.8124199511377928,1.2791819355597673
6.214011461301879,2.7997868816635716,4.973864566975767,1.7352002217020597
6.286495119891645,2.8433278124308496,5.007298669572991,1.7441762606672198
5.143256751358531,2.184091037740923,4.417827250219164,1.5741319062719017
6.1468682193923945,2.680333355181628,5.12162606402034,1.8087806175618524
6.840396858905297,3.4161511266694986,4.720423450580982,1.5642549248042878
6.535921484300188,2.9372102386405,5.248735754746484,1.832973967473723
6.2495967272114,3.0763588526577887,4.413794904500644,1.4754620866225776
4.772633522444367,3.1451978341620466,1.5728201583806127,0.30298532178093607
5.929351283725968,2.5287956582311573,5.068450293483318,1.803451647826032
5.619216305281193,2.687825806921421,4.145304728459888,1.4076081454890144
5.597736528739114,2.8900159797745393,3.6495047293644434,1.1823124550593576
5.429801872014161,2.5941064965545793,4.012615053499819,1.3633865004996135
6.151024552375553,2.9509361237402447,4.517895509226576,1.531787593404832
7.218190569156867,3.2060411553094306,5.881977177301555,2.0634158165632717
5.342580572327779,3.6479223422347946,1.4734713021542345,0.20758432866917154
4.310668253054867,2.988949798469217,1.0858200805223086,0.12027118320026187
6.354547203508819,2.7549870872030477,5.330593879381178,1.886354462504214
5.813455665331199,2.876165870725347,4.073020344320042,1.35748844002161
5.3117261842091965,3.522149895650215,1.7014888688414287,0.3147622004383126
5.915467605914445,4.106243368363385,1.479774857039731,0.16033596474891687
6.770794129108315,3.277476608955294,4.907132958831512,1.6558965394657168
4.624813365566955,3.076155883953225,1.4600129162810713,0.2642336502372221
6.123590643775972,2.717135722035082,4.996165909343471,1.7533319423586275
4.982645679873481,2.6337297136122295,3.1100710461886885,0.9889741473986305
4.741409843344313,3.2143252711135553,1.3598902407969904,0.2081534194113549
5.847807426118569,2.6502774098845685,4.645758746391558,1.616910797289771
7.431568327682387,3.274430265033508,6.115458403991343,2.1517229714569996
5.772101636849454,2.8196762739791144,4.125438122618427,1.3851253905724956
4.689350920673091,3.1520218848185597,1.4059772559715447,0.23382646203602642
7.055139894125352,3.0554825305293183,5.925622242601133,2.097683487111643
6.982562186543552,3.068120370734595,5.7651101033158945,2.0304885352929465
